'Elapsed time','ECG'
'0:05.072',8.628
'0:05.076',8.396
'0:05.080',8.252
'0:05.084',8.488
'0:05.088',8.656
'0:05.092',8.436
'0:05.096',8.256
'0:05.100',8.448
'0:05.104',8.648
'0:05.108',8.488
'0:05.112',8.232
'0:05.116',8.396
'0:05.120',8.632
'0:05.124',8.524
'0:05.128',8.276
'0:05.132',8.368
'0:05.136',8.620
'0:05.140',8.572
'0:05.144',8.304
'0:05.148',8.324
'0:05.152',8.572
'0:05.156',8.616
'0:05.160',8.368
'0:05.164',8.292
'0:05.168',8.516
'0:05.172',8.660
'0:05.176',8.392
'0:05.180',8.248
'0:05.184',8.480
'0:05.188',8.676
'0:05.192',8.424
'0:05.196',8.244
'0:05.200',8.448
'0:05.204',8.636
'0:05.208',8.480
'0:05.212',8.260
'0:05.216',8.376
'0:05.220',8.600
'0:05.224',8.500
'0:05.228',8.276
'0:05.232',8.336
'0:05.236',8.592
'0:05.240',8.560
'0:05.244',8.288
'0:05.248',8.260
'0:05.252',8.548
'0:05.256',8.576
'0:05.260',8.324
'0:05.264',8.244
'0:05.268',8.468
'0:05.272',8.628
'0:05.276',8.372
'0:05.280',8.220
'0:05.284',8.436
'0:05.288',8.596
'0:05.292',8.396
'0:05.296',8.224
'0:05.300',8.400
'0:05.304',8.604
'0:05.308',8.444
'0:05.312',8.228
'0:05.316',8.356
'0:05.320',8.600
'0:05.324',8.488
'0:05.328',8.252
'0:05.332',8.336
'0:05.336',8.544
'0:05.340',8.524
'0:05.344',8.304
'0:05.348',8.264
'0:05.352',8.512
'0:05.356',8.564
'0:05.360',8.320
'0:05.364',8.240
'0:05.368',8.476
'0:05.372',8.604
'0:05.376',8.344
'0:05.380',8.228
'0:05.384',8.456
'0:05.388',8.628
'0:05.392',8.452
'0:05.396',8.260
'0:05.400',8.440
'0:05.404',8.676
'0:05.408',8.544
'0:05.412',8.296
'0:05.416',8.456
'0:05.420',8.668
'0:05.424',8.600
'0:05.428',8.404
'0:05.432',8.456
'0:05.436',8.676
'0:05.440',8.664
'0:05.444',8.420
'0:05.448',8.400
'0:05.452',8.644
'0:05.456',8.720
'0:05.460',8.428
'0:05.464',8.364
'0:05.468',8.548
'0:05.472',8.652
'0:05.476',8.404
'0:05.480',8.176
'0:05.484',8.392
'0:05.488',8.548
'0:05.492',8.340
'0:05.496',8.144
'0:05.500',8.348
'0:05.504',8.532
'0:05.508',8.372
'0:05.512',8.140
'0:05.516',8.268
'0:05.520',8.520
'0:05.524',8.416
'0:05.528',8.156
'0:05.532',8.208
'0:05.536',8.444
'0:05.540',8.444
'0:05.544',8.220
'0:05.548',8.192
'0:05.552',8.444
'0:05.556',8.484
'0:05.560',8.180
'0:05.564',8.016
'0:05.568',8.220
'0:05.572',8.384
'0:05.576',8.336
'0:05.580',8.600
'0:05.584',9.396
'0:05.588',10.172
'0:05.592',10.460
'0:05.596',10.076
'0:05.600',9.436
'0:05.604',9.212
'0:05.608',8.984
'0:05.612',8.692
'0:05.616',8.668
'0:05.620',8.800
'0:05.624',8.592
'0:05.628',8.300
'0:05.632',8.364
'0:05.636',8.572
'0:05.640',8.536
'0:05.644',8.268
'0:05.648',8.220
'0:05.652',8.472
'0:05.656',8.536
'0:05.660',8.284
'0:05.664',8.176
'0:05.668',8.420
'0:05.672',8.524
'0:05.676',8.296
'0:05.680',8.176
'0:05.684',8.360
'0:05.688',8.544
'0:05.692',8.352
'0:05.696',8.124
'0:05.700',8.344
'0:05.704',8.548
'0:05.708',8.376
'0:05.712',8.164
'0:05.716',8.276
'0:05.720',8.508
'0:05.724',8.456
'0:05.728',8.212
'0:05.732',8.288
'0:05.736',8.496
'0:05.740',8.476
'0:05.744',8.216
'0:05.748',8.196
'0:05.752',8.476
'0:05.756',8.544
'0:05.760',8.300
'0:05.764',8.160
'0:05.768',8.424
'0:05.772',8.540
'0:05.776',8.332
'0:05.780',8.192
'0:05.784',8.424
'0:05.788',8.604
'0:05.792',8.404
'0:05.796',8.212
'0:05.800',8.392
'0:05.804',8.600
'0:05.808',8.440
'0:05.812',8.240
'0:05.816',8.364
'0:05.820',8.632
'0:05.824',8.540
'0:05.828',8.316
'0:05.832',8.380
'0:05.836',8.628
'0:05.840',8.660
'0:05.844',8.408
'0:05.848',8.428
'0:05.852',8.684
'0:05.856',8.752
'0:05.860',8.556
'0:05.864',8.464
'0:05.868',8.728
'0:05.872',8.864
'0:05.876',8.672
'0:05.880',8.548
'0:05.884',8.756
'0:05.888',8.932
'0:05.892',8.756
'0:05.896',8.572
'0:05.900',8.744
'0:05.904',8.944
'0:05.908',8.756
'0:05.912',8.496
'0:05.916',8.604
'0:05.920',8.792
'0:05.924',8.660
'0:05.928',8.408
'0:05.932',8.436
'0:05.936',8.640
'0:05.940',8.572
'0:05.944',8.332
'0:05.948',8.288
'0:05.952',8.496
'0:05.956',8.580
'0:05.960',8.312
'0:05.964',8.192
'0:05.968',8.436
'0:05.972',8.532
'0:05.976',8.324
'0:05.980',8.192
'0:05.984',8.400
'0:05.988',8.560
'0:05.992',8.344
'0:05.996',8.132
'0:06.000',8.344
'0:06.004',8.572
'0:06.008',8.380
'0:06.012',8.172
'0:06.016',8.300
'0:06.020',8.512
'0:06.024',8.420
'0:06.028',8.196
'0:06.032',8.232
'0:06.036',8.500
'0:06.040',8.496
'0:06.044',8.232
'0:06.048',8.176
'0:06.052',8.460
'0:06.056',8.520
'0:06.060',8.268
'0:06.064',8.192
'0:06.068',8.404
'0:06.072',8.544
'0:06.076',8.324
'0:06.080',8.164
'0:06.084',8.388
'0:06.088',8.552
'0:06.092',8.340
'0:06.096',8.156
'0:06.100',8.348
'0:06.104',8.548
'0:06.108',8.412
'0:06.112',8.176
'0:06.116',8.296
'0:06.120',8.544
'0:06.124',8.448
'0:06.128',8.204
'0:06.132',8.272
'0:06.136',8.496
'0:06.140',8.496
'0:06.144',8.244
'0:06.148',8.232
'0:06.152',8.444
'0:06.156',8.516
'0:06.160',8.288
'0:06.164',8.176
'0:06.168',8.412
'0:06.172',8.544
'0:06.176',8.308
'0:06.180',8.160
'0:06.184',8.372
'0:06.188',8.536
'0:06.192',8.356
'0:06.196',8.140
'0:06.200',8.336
'0:06.204',8.548
'0:06.208',8.376
'0:06.212',8.168
'0:06.216',8.276
'0:06.220',8.508
'0:06.224',8.412
'0:06.228',8.160
'0:06.232',8.200
'0:06.236',8.444
'0:06.240',8.444
'0:06.244',8.204
'0:06.248',8.152
'0:06.252',8.408
'0:06.256',8.480
'0:06.260',8.224
'0:06.264',8.124
'0:06.268',8.352
'0:06.272',8.492
'0:06.276',8.276
'0:06.280',8.112
'0:06.284',8.312
'0:06.288',8.532
'0:06.292',8.284
'0:06.296',8.076
'0:06.300',8.272
'0:06.304',8.508
'0:06.308',8.356
'0:06.312',8.140
'0:06.316',8.212
'0:06.320',8.464
'0:06.324',8.384
'0:06.328',8.132
'0:06.332',8.200
'0:06.336',8.428
'0:06.340',8.428
'0:06.344',8.188
'0:06.348',8.188
'0:06.352',8.440
'0:06.356',8.520
'0:06.360',8.296
'0:06.364',8.188
'0:06.368',8.420
'0:06.372',8.576
'0:06.376',8.360
'0:06.380',8.216
'0:06.384',8.432
'0:06.388',8.624
'0:06.392',8.408
'0:06.396',8.232
'0:06.400',8.416
'0:06.404',8.628
'0:06.408',8.472
'0:06.412',8.236
'0:06.416',8.344
'0:06.420',8.588
'0:06.424',8.528
'0:06.428',8.260
'0:06.432',8.296
'0:06.436',8.472
'0:06.440',8.496
'0:06.444',8.200
'0:06.448',8.108
'0:06.452',8.348
'0:06.456',8.408
'0:06.460',8.188
'0:06.464',8.072
'0:06.468',8.292
'0:06.472',8.436
'0:06.476',8.188
'0:06.480',8.052
'0:06.484',8.260
'0:06.488',8.436
'0:06.492',8.224
'0:06.496',8.036
'0:06.500',8.200
'0:06.504',8.404
'0:06.508',8.268
'0:06.512',8.064
'0:06.516',8.152
'0:06.520',8.396
'0:06.524',8.292
'0:06.528',7.976
'0:06.532',7.944
'0:06.536',8.252
'0:06.540',8.400
'0:06.544',8.524
'0:06.548',9.052
'0:06.552',9.844
'0:06.556',10.436
'0:06.560',10.144
'0:06.564',9.316
'0:06.568',9.032
'0:06.572',9.048
'0:06.576',8.768
'0:06.580',8.472
'0:06.584',8.560
'0:06.588',8.600
'0:06.592',8.356
'0:06.596',8.120
'0:06.600',8.280
'0:06.604',8.480
'0:06.608',8.340
'0:06.612',8.084
'0:06.616',8.196
'0:06.620',8.392
'0:06.624',8.336
'0:06.628',8.120
'0:06.632',8.116
'0:06.636',8.368
'0:06.640',8.376
'0:06.644',8.140
'0:06.648',8.072
'0:06.652',8.332
'0:06.656',8.452
'0:06.660',8.176
'0:06.664',8.072
'0:06.668',8.288
'0:06.672',8.440
'0:06.676',8.172
'0:06.680',8.052
'0:06.684',8.232
'0:06.688',8.444
'0:06.692',8.252
'0:06.696',8.056
'0:06.700',8.228
'0:06.704',8.396
'0:06.708',8.280
'0:06.712',8.068
'0:06.716',8.200
'0:06.720',8.396
'0:06.724',8.352
'0:06.728',8.108
'0:06.732',8.136
'0:06.736',8.360
'0:06.740',8.392
'0:06.744',8.184
'0:06.748',8.116
'0:06.752',8.344
'0:06.756',8.428
'0:06.760',8.208
'0:06.764',8.120
'0:06.768',8.344
'0:06.772',8.512
'0:06.776',8.268
'0:06.780',8.116
'0:06.784',8.328
'0:06.788',8.544
'0:06.792',8.332
'0:06.796',8.168
'0:06.800',8.348
'0:06.804',8.580
'0:06.808',8.444
'0:06.812',8.256
'0:06.816',8.388
'0:06.820',8.604
'0:06.824',8.572
'0:06.828',8.372
'0:06.832',8.420
'0:06.836',8.676
'0:06.840',8.712
'0:06.844',8.488
'0:06.848',8.424
'0:06.852',8.676
'0:06.856',8.780
'0:06.860',8.560
'0:06.864',8.436
'0:06.868',8.660
'0:06.872',8.768
'0:06.876',8.500
'0:06.880',8.336
'0:06.884',8.492
'0:06.888',8.660
'0:06.892',8.428
'0:06.896',8.192
'0:06.900',8.344
'0:06.904',8.544
'0:06.908',8.372
'0:06.912',8.132
'0:06.916',8.212
'0:06.920',8.420
'0:06.924',8.344
'0:06.928',8.112
'0:06.932',8.136
'0:06.936',8.380
'0:06.940',8.384
'0:06.944',8.100
'0:06.948',8.064
'0:06.952',8.316
'0:06.956',8.388
'0:06.960',8.148
'0:06.964',8.016
'0:06.968',8.292
'0:06.972',8.436
'0:06.976',8.180
'0:06.980',8.012
'0:06.984',8.244
'0:06.988',8.420
'0:06.992',8.248
'0:06.996',8.040
'0:07.000',8.180
'0:07.004',8.372
'0:07.008',8.284
'0:07.012',8.060
'0:07.016',8.156
'0:07.020',8.360
'0:07.024',8.320
'0:07.028',8.108
'0:07.032',8.132
'0:07.036',8.388
'0:07.040',8.392
'0:07.044',8.124
'0:07.048',8.084
'0:07.052',8.328
'0:07.056',8.424
'0:07.060',8.192
'0:07.064',8.056
'0:07.068',8.312
'0:07.072',8.464
'0:07.076',8.232
'0:07.080',8.080
'0:07.084',8.272
'0:07.088',8.460
'0:07.092',8.272
'0:07.096',8.092
'0:07.100',8.224
'0:07.104',8.448
'0:07.108',8.308
'0:07.112',8.096
'0:07.116',8.188
'0:07.120',8.436
'0:07.124',8.372
'0:07.128',8.116
'0:07.132',8.144
'0:07.136',8.384
'0:07.140',8.388
'0:07.144',8.172
'0:07.148',8.104
'0:07.152',8.320
'0:07.156',8.396
'0:07.160',8.136
'0:07.164',8.048
'0:07.168',8.264
'0:07.172',8.432
'0:07.176',8.216
'0:07.180',8.052
'0:07.184',8.236
'0:07.188',8.412
'0:07.192',8.232
'0:07.196',8.032
'0:07.200',8.192
'0:07.204',8.416
'0:07.208',8.292
'0:07.212',8.068
'0:07.216',8.164
'0:07.220',8.344
'0:07.224',8.288
'0:07.228',8.084
'0:07.232',8.080
'0:07.236',8.340
'0:07.240',8.344
'0:07.244',8.124
'0:07.248',8.080
'0:07.252',8.296
'0:07.256',8.392
'0:07.260',8.156
'0:07.264',8.040
'0:07.268',8.244
'0:07.272',8.364
'0:07.276',8.160
'0:07.280',8.040
'0:07.284',8.252
'0:07.288',8.428
'0:07.292',8.240
'0:07.296',8.040
'0:07.300',8.184
'0:07.304',8.380
'0:07.308',8.260
'0:07.312',8.044
'0:07.316',8.144
'0:07.320',8.368
'0:07.324',8.320
'0:07.328',8.112
'0:07.332',8.168
'0:07.336',8.420
'0:07.340',8.428
'0:07.344',8.208
'0:07.348',8.172
'0:07.352',8.404
'0:07.356',8.492
'0:07.360',8.256
'0:07.364',8.144
'0:07.368',8.400
'0:07.372',8.548
'0:07.376',8.316
'0:07.380',8.148
'0:07.384',8.388
'0:07.388',8.552
'0:07.392',8.328
'0:07.396',8.100
'0:07.400',8.260
'0:07.404',8.512
'0:07.408',8.384
'0:07.412',8.132
'0:07.416',8.232
'0:07.420',8.396
'0:07.424',8.324
'0:07.428',8.052
'0:07.432',8.056
'0:07.436',8.300
'0:07.440',8.324
'0:07.444',8.080
'0:07.448',8.016
'0:07.452',8.260
'0:07.456',8.348
'0:07.460',8.120
'0:07.464',7.980
'0:07.468',8.224
'0:07.472',8.368
'0:07.476',8.136
'0:07.480',7.996
'0:07.484',8.224
'0:07.488',8.384
'0:07.492',8.192
'0:07.496',7.996
'0:07.500',8.156
'0:07.504',8.300
'0:07.508',8.084
'0:07.512',7.896
'0:07.516',8.124
'0:07.520',8.544
'0:07.524',8.948
'0:07.528',9.276
'0:07.532',9.820
'0:07.536',10.252
'0:07.540',9.832
'0:07.544',8.956
'0:07.548',8.656
'0:07.552',8.792
'0:07.556',8.792
'0:07.560',8.464
'0:07.564',8.192
'0:07.568',8.352
'0:07.572',8.500
'0:07.576',8.272
'0:07.580',8.080
'0:07.584',8.280
'0:07.588',8.448
'0:07.592',8.280
'0:07.596',8.068
'0:07.600',8.212
'0:07.604',8.404
'0:07.608',8.288
'0:07.612',8.080
'0:07.616',8.168
'0:07.620',8.424
'0:07.624',8.360
'0:07.628',8.104
'0:07.632',8.124
'0:07.636',8.360
'0:07.640',8.380
'0:07.644',8.156
'0:07.648',8.076
'0:07.652',8.336
'0:07.656',8.412
'0:07.660',8.200
'0:07.664',8.104
'0:07.668',8.312
'0:07.672',8.456
'0:07.676',8.252
'0:07.680',8.072
'0:07.684',8.252
'0:07.688',8.476
'0:07.692',8.300
'0:07.696',8.092
'0:07.700',8.252
'0:07.704',8.468
'0:07.708',8.316
'0:07.712',8.108
'0:07.716',8.220
'0:07.720',8.428
'0:07.724',8.404
'0:07.728',8.176
'0:07.732',8.192
'0:07.736',8.440
'0:07.740',8.452
'0:07.744',8.208
'0:07.748',8.188
'0:07.752',8.384
'0:07.756',8.504
'0:07.760',8.312
'0:07.764',8.196
'0:07.768',8.428
'0:07.772',8.580
'0:07.776',8.364
'0:07.780',8.260
'0:07.784',8.436
'0:07.788',8.660
'0:07.792',8.520
'0:07.796',8.340
'0:07.800',8.516
'0:07.804',8.728
'0:07.808',8.640
'0:07.812',8.424
'0:07.816',8.524
'0:07.820',8.756
'0:07.824',8.740
'0:07.828',8.536
'0:07.832',8.556
'0:07.836',8.792
'0:07.840',8.792
'0:07.844',8.568
'0:07.848',8.496
'0:07.852',8.688
'0:07.856',8.768
'0:07.860',8.552
'0:07.864',8.388
'0:07.868',8.576
'0:07.872',8.696
'0:07.876',8.436
'0:07.880',8.252
'0:07.884',8.388
'0:07.888',8.584
'0:07.892',8.396
'0:07.896',8.172
'0:07.900',8.308
'0:07.904',8.528
'0:07.908',8.412
'0:07.912',8.192
'0:07.916',8.252
'0:07.920',8.468
'0:07.924',8.432
'0:07.928',8.208
'0:07.932',8.244
'0:07.936',8.464
'0:07.940',8.480
'0:07.944',8.256
'0:07.948',8.180
'0:07.952',8.420
'0:07.956',8.508
'0:07.960',8.260
'0:07.964',8.164
'0:07.968',8.392
'0:07.972',8.552
'0:07.976',8.336
'0:07.980',8.144
'0:07.984',8.348
'0:07.988',8.556
'0:07.992',8.360
'0:07.996',8.168
'0:08.000',8.336
'0:08.004',8.524
'0:08.008',8.444
'0:08.012',8.220
'0:08.016',8.316
'0:08.020',8.516
'0:08.024',8.452
'0:08.028',8.232
'0:08.032',8.228
'0:08.036',8.480
'0:08.040',8.520
'0:08.044',8.280
'0:08.048',8.212
'0:08.052',8.432
'0:08.056',8.564
'0:08.060',8.300
'0:08.064',8.204
'0:08.068',8.448
'0:08.072',8.600
'0:08.076',8.392
'0:08.080',8.200
'0:08.084',8.396
'0:08.088',8.592
'0:08.092',8.400
'0:08.096',8.192
'0:08.100',8.324
'0:08.104',8.556
'0:08.108',8.460
'0:08.112',8.224
'0:08.116',8.312
'0:08.120',8.532
'0:08.124',8.492
'0:08.128',8.244
'0:08.132',8.256
'0:08.136',8.464
'0:08.140',8.548
'0:08.144',8.292
'0:08.148',8.216
'0:08.152',8.452
'0:08.156',8.564
'0:08.160',8.316
'0:08.164',8.180
'0:08.168',8.420
'0:08.172',8.564
'0:08.176',8.348
'0:08.180',8.188
'0:08.184',8.372
'0:08.188',8.592
'0:08.192',8.380
'0:08.196',8.188
'0:08.200',8.348
'0:08.204',8.572
'0:08.208',8.440
'0:08.212',8.220
'0:08.216',8.292
'0:08.220',8.512
'0:08.224',8.476
'0:08.228',8.248
'0:08.232',8.256
'0:08.236',8.488
'0:08.240',8.520
'0:08.244',8.284
'0:08.248',8.228
'0:08.252',8.436
'0:08.256',8.572
'0:08.260',8.316
'0:08.264',8.184
'0:08.268',8.428
'0:08.272',8.560
'0:08.276',8.340
'0:08.280',8.200
'0:08.284',8.388
'0:08.288',8.560
'0:08.292',8.396
'0:08.296',8.196
'0:08.300',8.348
'0:08.304',8.556
'0:08.308',8.456
'0:08.312',8.256
'0:08.316',8.356
'0:08.320',8.612
'0:08.324',8.560
'0:08.328',8.376
'0:08.332',8.332
'0:08.336',8.600
'0:08.340',8.632
'0:08.344',8.412
'0:08.348',8.380
'0:08.352',8.604
'0:08.356',8.692
'0:08.360',8.476
'0:08.364',8.316
'0:08.368',8.576
'0:08.372',8.716
'0:08.376',8.492
'0:08.380',8.304
'0:08.384',8.508
'0:08.388',8.708
'0:08.392',8.524
'0:08.396',8.304
'0:08.400',8.440
'0:08.404',8.640
'0:08.408',8.480
'0:08.412',8.224
'0:08.416',8.300
'0:08.420',8.512
'0:08.424',8.480
'0:08.428',8.260
'0:08.432',8.232
'0:08.436',8.480
'0:08.440',8.508
'0:08.444',8.256
'0:08.448',8.196
'0:08.452',8.452
'0:08.456',8.568
'0:08.460',8.312
'0:08.464',8.156
'0:08.468',8.380
'0:08.472',8.564
'0:08.476',8.352
'0:08.480',8.188
'0:08.484',8.376
'0:08.488',8.552
'0:08.492',8.308
'0:08.496',8.044
'0:08.500',8.244
'0:08.504',8.616
'0:08.508',8.788
'0:08.512',9.092
'0:08.516',9.684
'0:08.520',10.408
'0:08.524',10.272
'0:08.528',9.412
'0:08.532',8.912
'0:08.536',9.016
'0:08.540',8.956
'0:08.544',8.688
'0:08.548',8.468
'0:08.552',8.600
'0:08.556',8.676
'0:08.560',8.444
'0:08.564',8.296
'0:08.568',8.500
'0:08.572',8.640
'0:08.576',8.432
'0:08.580',8.248
'0:08.584',8.440
'0:08.588',8.632
'0:08.592',8.428
'0:08.596',8.244
'0:08.600',8.364
'0:08.604',8.600
'0:08.608',8.496
'0:08.612',8.276
'0:08.616',8.348
'0:08.620',8.592
'0:08.624',8.540
'0:08.628',8.304
'0:08.632',8.300
'0:08.636',8.544
'0:08.640',8.576
'0:08.644',8.348
'0:08.648',8.268
'0:08.652',8.492
'0:08.656',8.600
'0:08.660',8.412
'0:08.664',8.240
'0:08.668',8.488
'0:08.672',8.644
'0:08.676',8.448
'0:08.680',8.272
'0:08.684',8.452
'0:08.688',8.640
'0:08.692',8.500
'0:08.696',8.292
'0:08.700',8.444
'0:08.704',8.624
'0:08.708',8.544
'0:08.712',8.328
'0:08.716',8.392
'0:08.720',8.624
'0:08.724',8.632
'0:08.728',8.392
'0:08.732',8.392
'0:08.736',8.604
'0:08.740',8.676
'0:08.744',8.456
'0:08.748',8.388
'0:08.752',8.624
'0:08.756',8.752
'0:08.760',8.520
'0:08.764',8.416
'0:08.768',8.644
'0:08.772',8.848
'0:08.776',8.656
'0:08.780',8.492
'0:08.784',8.684
'0:08.788',8.880
'0:08.792',8.764
'0:08.796',8.576
'0:08.800',8.716
'0:08.804',8.960
'0:08.808',8.856
'0:08.812',8.672
'0:08.816',8.740
'0:08.820',8.948
'0:08.824',8.932
'0:08.828',8.712
'0:08.832',8.676
'0:08.836',8.912
'0:08.840',8.968
'0:08.844',8.688
'0:08.848',8.556
'0:08.852',8.764
'0:08.856',8.848
'0:08.860',8.584
'0:08.864',8.436
'0:08.868',8.652
'0:08.872',8.772
'0:08.876',8.540
'0:08.880',8.356
'0:08.884',8.508
'0:08.888',8.696
'0:08.892',8.536
'0:08.896',8.332
'0:08.900',8.460
'0:08.904',8.684
'0:08.908',8.576
'0:08.912',8.336
'0:08.916',8.388
'0:08.920',8.632
'0:08.924',8.608
'0:08.928',8.356
'0:08.932',8.348
'0:08.936',8.596
'0:08.940',8.676
'0:08.944',8.416
'0:08.948',8.296
'0:08.952',8.544
'0:08.956',8.660
'0:08.960',8.444
'0:08.964',8.308
'0:08.968',8.536
'0:08.972',8.696
'0:08.976',8.468
'0:08.980',8.308
'0:08.984',8.484
'0:08.988',8.656
'0:08.992',8.532
'0:08.996',8.316
'0:09.000',8.476
'0:09.004',8.680
'0:09.008',8.580
'0:09.012',8.360
'0:09.016',8.444
'0:09.020',8.656
'0:09.024',8.636
'0:09.028',8.372
'0:09.032',8.412
'0:09.036',8.616
'0:09.040',8.684
'0:09.044',8.464
'0:09.048',8.376
'0:09.052',8.596
'0:09.056',8.712
'0:09.060',8.484
'0:09.064',8.328
'0:09.068',8.564
'0:09.072',8.704
'0:09.076',8.512
'0:09.080',8.364
'0:09.084',8.548
'0:09.088',8.724
'0:09.092',8.540
'0:09.096',8.352
'0:09.100',8.480
'0:09.104',8.680
'0:09.108',8.592
'0:09.112',8.388
'0:09.116',8.448
'0:09.120',8.680
'0:09.124',8.632
'0:09.128',8.380
'0:09.132',8.396
'0:09.136',8.628
'0:09.140',8.700
'0:09.144',8.440
'0:09.148',8.356
'0:09.152',8.568
'0:09.156',8.684
'0:09.160',8.464
'0:09.164',8.340
'0:09.168',8.556
'0:09.172',8.704
'0:09.176',8.508
'0:09.180',8.352
'0:09.184',8.544
'0:09.188',8.716
'0:09.192',8.572
'0:09.196',8.356
'0:09.200',8.464
'0:09.204',8.688
'0:09.208',8.592
'0:09.212',8.392
'0:09.216',8.444
'0:09.220',8.652
'0:09.224',8.636
'0:09.228',8.400
'0:09.232',8.396
'0:09.236',8.624
'0:09.240',8.684
'0:09.244',8.444
'0:09.248',8.376
'0:09.252',8.600
'0:09.256',8.704
'0:09.260',8.488
'0:09.264',8.308
'0:09.268',8.552
'0:09.272',8.748
'0:09.276',8.524
'0:09.280',8.344
'0:09.284',8.524
'0:09.288',8.716
'0:09.292',8.576
'0:09.296',8.364
'0:09.300',8.492
'0:09.304',8.708
'0:09.308',8.588
'0:09.312',8.392
'0:09.316',8.488
'0:09.320',8.744
'0:09.324',8.736
'0:09.328',8.512
'0:09.332',8.492
'0:09.336',8.728
'0:09.340',8.808
'0:09.344',8.580
'0:09.348',8.492
'0:09.352',8.736
'0:09.356',8.848
'0:09.360',8.628
'0:09.364',8.504
'0:09.368',8.704
'0:09.372',8.832
'0:09.376',8.640
'0:09.380',8.452
'0:09.384',8.668
'0:09.388',8.852
'0:09.392',8.676
'0:09.396',8.420
'0:09.400',8.532
'0:09.404',8.708
'0:09.408',8.600
'0:09.412',8.360
'0:09.416',8.412
'0:09.420',8.656
'0:09.424',8.616
'0:09.428',8.392
'0:09.432',8.360
'0:09.436',8.592
'0:09.440',8.652
'0:09.444',8.424
'0:09.448',8.352
'0:09.452',8.576
'0:09.456',8.684
'0:09.460',8.456
'0:09.464',8.304
'0:09.468',8.512
'0:09.472',8.696
'0:09.476',8.476
'0:09.480',8.340
'0:09.484',8.500
'0:09.488',8.656
'0:09.492',8.400
'0:09.496',8.152
'0:09.500',8.404
'0:09.504',8.808
'0:09.508',9.132
'0:09.512',9.424
'0:09.516',10.024
'0:09.520',10.580
'0:09.524',10.144
'0:09.528',9.232
'0:09.532',8.924
'0:09.536',9.108
'0:09.540',9.068
'0:09.544',8.732
'0:09.548',8.544
'0:09.552',8.684
'0:09.556',8.792
'0:09.560',8.564
'0:09.564',8.436
'0:09.568',8.612
'0:09.572',8.764
'0:09.576',8.580
'0:09.580',8.344
'0:09.584',8.524
'0:09.588',8.760
'0:09.592',8.592
'0:09.596',8.384
'0:09.600',8.496
'0:09.604',8.712
'0:09.608',8.612
'0:09.612',8.380
'0:09.616',8.448
'0:09.620',8.668
'0:09.624',8.676
'0:09.628',8.440
'0:09.632',8.416
'0:09.636',8.616
'0:09.640',8.712
'0:09.644',8.456
'0:09.648',8.384
'0:09.652',8.604
'0:09.656',8.748
'0:09.660',8.516
'0:09.664',8.344
'0:09.668',8.556
'0:09.672',8.768
'0:09.676',8.548
'0:09.680',8.368
'0:09.684',8.548
'0:09.688',8.744
'0:09.692',8.616
'0:09.696',8.396
'0:09.700',8.488
'0:09.704',8.736
'0:09.708',8.632
'0:09.712',8.436
'0:09.716',8.452
'0:09.720',8.708
'0:09.724',8.704
'0:09.728',8.472
'0:09.732',8.476
'0:09.736',8.708
'0:09.740',8.772
'0:09.744',8.544
'0:09.748',8.484
'0:09.752',8.720
'0:09.756',8.828
'0:09.760',8.656
'0:09.764',8.496
'0:09.768',8.748
'0:09.772',8.912
'0:09.776',8.748
'0:09.780',8.540
'0:09.784',8.756
'0:09.788',8.960
'0:09.792',8.844
'0:09.796',8.676
'0:09.800',8.828
'0:09.804',9.060
'0:09.808',8.984
'0:09.812',8.728
'0:09.816',8.808
'0:09.820',9.032
'0:09.824',9.040
'0:09.828',8.780
'0:09.832',8.748
'0:09.836',8.956
'0:09.840',9.016
'0:09.844',8.744
'0:09.848',8.616
'0:09.852',8.828
'0:09.856',8.912
'0:09.860',8.664
'0:09.864',8.472
'0:09.868',8.668
'0:09.872',8.860
'0:09.876',8.624
'0:09.880',8.424
'0:09.884',8.576
'0:09.888',8.748
'0:09.892',8.616
'0:09.896',8.404
'0:09.900',8.500
'0:09.904',8.720
'0:09.908',8.664
'0:09.912',8.424
'0:09.916',8.452
'0:09.920',8.684
'0:09.924',8.680
'0:09.928',8.408
'0:09.932',8.408
'0:09.936',8.640
'0:09.940',8.732
'0:09.944',8.492
'0:09.948',8.392
'0:09.952',8.600
'0:09.956',8.736
'0:09.960',8.524
'0:09.964',8.360
'0:09.968',8.576
'0:09.972',8.768
'0:09.976',8.564
'0:09.980',8.380
'0:09.984',8.524
'0:09.988',8.748
'0:09.992',8.600
'0:09.996',8.396
'0:10.000',8.508
'0:10.004',8.728
'0:10.008',8.672
'0:10.012',8.440
'0:10.016',8.472
'0:10.020',8.720
'0:10.024',8.720
'0:10.028',8.480
'0:10.032',8.436
'0:10.036',8.660
'0:10.040',8.748
'0:10.044',8.504
'0:10.048',8.404
'0:10.052',8.632
'0:10.056',8.776
'0:10.060',8.548
'0:10.064',8.396
'0:10.068',8.620
'0:10.072',8.772
'0:10.076',8.588
'0:10.080',8.380
'0:10.084',8.548
'0:10.088',8.784
'0:10.092',8.632
'0:10.096',8.400
'0:10.100',8.516
'0:10.104',8.736
'0:10.108',8.676
'0:10.112',8.420
'0:10.116',8.464
'0:10.120',8.696
'0:10.124',8.700
'0:10.128',8.456
'0:10.132',8.404
'0:10.136',8.640
'0:10.140',8.696
'0:10.144',8.516
'0:10.148',8.412
'0:10.152',8.648
